"id","name","city","country_code","state_province","latitude","longitude","ports","power_kw","power_class","is_fast_dc"
460199,LIDL Supermarket,Międzyzdroje,PL,Zachodniopomorskie,53.924665,14.447102,1,60,DC_FAST_(50-149kW),true
460080,Poznan Plaza,Poznan,PL,wielkopolska,52.441054,16.918287,1,22,AC_HIGH_(22-49kW),false
459865,Parking Zawoja Markowa,Zawoja,PL,Małopolska,49.608836,19.517376,2,11,AC_L2_(7.5-21kW),false
312711,Centrum Medyczne Biale Blota,Biale Blota,PL,"",53.096373,17.90386,1,22,AC_HIGH_(22-49kW),false
312658,MOP Leonia,Leonia,PL,"",52.15167,18.456792,2,150,DC_ULTRA_(>=150kW),true
307835,Amber Suite Hotel,Międzywodzie,PL,zachodniopomorskie,54.005477,14.698127,2,11,AC_L2_(7.5-21kW),false
307729,stacja ładowania Leroy Merlin,Jelenia Góra,PL,"",50.923189,15.767121,1,22,AC_HIGH_(22-49kW),false
307648,stacja ładowania,Jelenia Góra,PL,"",50.919471,15.759507,1,11,AC_L2_(7.5-21kW),false
307435,Tesla Supercharger Gliwice,Gliwice,PL,"",50.256036,18.65446,12,250,DC_ULTRA_(>=150kW),true
306835,Marina Solna Elbud 50kW,Pustkowo,PL,Gryfice County,54.061811,14.960052,2,50,DC_FAST_(50-149kW),true
306398,Aleja Dębowa,Wrocław,PL,Dolnośląskie,51.079758,17.020224,3,180,DC_ULTRA_(>=150kW),true
306208,Aleja Wilanowska,"",PL,województwo mazowieckie,52.179042,21.013328,2,50,DC_FAST_(50-149kW),true
303140,Tesla Supercharger Warsaw,Ząbki,PL,"",52.3019,21.088114,14,250,DC_ULTRA_(>=150kW),true
303139,Tesla Supercharger Bialystok,Białystok,PL,"",53.125324,23.168535,6,250,DC_ULTRA_(>=150kW),true
303138,Tesla Supercharger Lublin,Lublin,PL,"",51.282172,22.570222,4,250,DC_ULTRA_(>=150kW),true
303137,Tesla Supercharger Lucmierz,Zgierz,PL,"",51.8869,19.384361,4,250,DC_ULTRA_(>=150kW),true
303136,Tesla Supercharger Szczecin,Szczecin,PL,"",53.381877,14.67017,12,250,DC_ULTRA_(>=150kW),true
302372,kaufland stettin,Stettin,PL,"",53.38486,14.658785,3,18,AC_L2_(7.5-21kW),false
301733,Ionity Skawina,Skawina,PL,województwo małopolskie,49.98901,19.834579,6,350,DC_ULTRA_(>=150kW),true
301732,Ionity MOP Mlynski Staw (dir. Wroclaw),"",PL,"",50.676727,17.65732,4,350,DC_ULTRA_(>=150kW),true
301731,Ionity MOP Mlynski Staw (dir. Katowice),"",PL,"",50.677413,17.650857,4,350,DC_ULTRA_(>=150kW),true
301730,Ionity Radomsko,Radomsko,PL,województwo łódzkie,51.081975,19.375832,6,350,DC_ULTRA_(>=150kW),true
301729,Ionity Poznan,"",PL,województwo wielkopolskie,52.352455,16.997591,4,350,DC_ULTRA_(>=150kW),true
301728,Ionity Nowogard,Nowogard,PL,województwo zachodniopomorskie,53.68398,15.122877,6,350,DC_ULTRA_(>=150kW),true
301727,Ionity Koszalin,"",PL,województwo zachodniopomorskie,54.202722,16.158699,6,350,DC_ULTRA_(>=150kW),true
298781,Wataha Zawóz,Zawóz,PL,Podkarpackie,49.336982,22.437132,1,22,AC_HIGH_(22-49kW),false
274124,Hotel Bulwar,Toruń,PL,"",53.007792,18.602038,1,3,AC_L1_(<7.5kW),false
260322,"296",Godzieszów,PL,"",51.210488,15.238406,1,75,DC_FAST_(50-149kW),true
235604,"Avia, Mieczysława Stagrowskiego",Radzyń Podlaski,PL,Powiat Radzyński,51.772323,22.614284,2,22,AC_HIGH_(22-49kW),false
210127,Elocity Quattro Business Park 1,Kraków,PL,małopolskie,50.085833,19.976074,2,22,AC_HIGH_(22-49kW),false
210126,Elocity Quattro Business Park 3,Kraków,PL,województwo małopolskie,50.086437,19.97571,3,22,AC_HIGH_(22-49kW),false
209985,Trasa Bohaterów Bitwy Warszawskiej 1920 r.,"",PL,województwo dolnośląskie,51.239796,17.500438,1,50,DC_FAST_(50-149kW),true
203702,S6 MOP Jarkowo Południe,Jarkowo,PL,województwo zachodniopomorskie,53.987127,15.436634,1,100,DC_FAST_(50-149kW),true
203701,S6 MOP Jarkowo Północ,Jarkowo,PL,województwo zachodniopomorskie,53.988588,15.435134,1,100,DC_FAST_(50-149kW),true
195017,IONITY Świecko,Świecko,PL,"",52.313106,14.641469,2,350,DC_ULTRA_(>=150kW),true
195016,IONITY MOP Olsze (dir. Lodz),Olsze,PL,"",53.889183,18.630781,2,350,DC_ULTRA_(>=150kW),true
195015,IONITY MOP Olsze (dir. Gdańsk),Olsze,PL,"",53.886851,18.630851,2,350,DC_ULTRA_(>=150kW),true
194562,IONITY Zgorzelec,Jędrzychowice,PL,Lower Silesian Voivodeship,51.177008,15.031898,2,350,DC_ULTRA_(>=150kW),true
194466,IONITY MOP Nowostawy (dir. Warsaw),Nowostawy Dolne,PL,Łódź Voivodeship,51.897645,19.706614,2,350,DC_ULTRA_(>=150kW),true
194465,Autostrada Wolności,Nowostawy Dolne,PL,Łódź Voivodeship,51.900432,19.706458,2,350,DC_ULTRA_(>=150kW),true
194460,IONITY Kaszewy Kóscielne (Kutno),Kaszewy Kościelne,PL,"",52.219064,19.461939,2,350,DC_ULTRA_(>=150kW),true
194334,KGHM Legnica Tauron,Legnica,PL,Legnica,51.188026,16.121551,2,50,DC_FAST_(50-149kW),true
194333,KGHM Lubin Tauron centrum,Lubin,PL,Lubin,51.408954,16.197659,2,50,DC_FAST_(50-149kW),true
194332,KGHM Lubin Tauron (S3),Lubin,PL,Lubin,51.435633,16.156244,2,50,DC_FAST_(50-149kW),true
194331,KGHM Głogów Tauron,Żukowice,PL,Głogów,51.679013,15.995578,1,50,DC_FAST_(50-149kW),true
194330,"62a Legnicka",Wrocław,PL,Lower Silesian Voivodeship,51.12175,16.990022,1,50,DC_FAST_(50-149kW),true
194329,Lidl Stacja Ładowania,Łódź,PL,"",51.675622,19.40268,1,25,AC_HIGH_(22-49kW),false
191509,Autocentrum Kielce (P) - Audi Kielce,Kielce,PL,"",50.900501,20.590544,1,25,AC_HIGH_(22-49kW),false
189690,Bieszczadzka Wytwórnia Piwa Ursa Maior,Uherce Mineralne,PL,podkarpackie,49.471476,22.413287,1,22,AC_HIGH_(22-49kW),false
189518,MOP Guzew,Guzew,PL,"",51.634367,19.437849,1,50,DC_FAST_(50-149kW),true
189427,zepto.pl Strzelno,Strzelno,PL,"",52.628374,18.171247,1,22,AC_HIGH_(22-49kW),false
295782,GreenWay Elektrownia Powiśle,Warszawa,PL,Mazowieckie,52.241001,21.026084,2,140,DC_FAST_(50-149kW),true
213400,Polenergia - Mickiewicza 29,Katowice,PL,Silisian Voiodeship,50.263235,19.014078,3,150,DC_ULTRA_(>=150kW),true
188549,Galeria Biłgorajska,Biłgoraj,PL,Lublin Voivodeship,50.541236,22.723666,1,22,AC_HIGH_(22-49kW),false
175718,EXPERT Roczniak,Tarnów,PL,małopolskie,50.035198,21.006131,1,40,AC_HIGH_(22-49kW),false
175717,Galicyjska - Zielonki,Zielonki,PL,małopolskie,50.119279,19.927629,1,40,AC_HIGH_(22-49kW),false
175716,Urząd Gminy Zielonki,Zielonki,PL,małopolskie,50.117884,19.920584,1,20,AC_L2_(7.5-21kW),false
175659,Dworzec PKP Gdynia Główna,Gdynia,PL,Pomeranian Voivodeship,54.521101,18.530987,2,22,AC_HIGH_(22-49kW),false
175658,Dworzec PKP Bydgoszcz Główna,Bydgoszcz,PL,Kuyavian-Pomeranian Voivodeship,53.135283,17.992965,2,22,AC_HIGH_(22-49kW),false
175657,Dworzec PKP Warszawa Wschodnia,Warsaw,PL,Masovian Voivodeship,52.252045,21.050473,2,22,AC_HIGH_(22-49kW),false
175656,Dworzec PKP Wrocław Główny,Wrocław,PL,Lower Silesian Voivodeship,51.099016,17.03841,2,22,AC_HIGH_(22-49kW),false
175655,Dworzec PKP Opole Główne,Opole,PL,Opole Voivodeship,50.662273,17.927589,2,22,AC_HIGH_(22-49kW),false
175653,Dworzec PKP Gliwice,Gliwice,PL,Silesian Voivodeship,50.300509,18.676759,2,22,AC_HIGH_(22-49kW),false
175522,IBIS Hotel Zagórna,Warsaw,PL,Mazowieckie,52.226323,21.042568,1,40,AC_HIGH_(22-49kW),false
175511,Ekomarina Pisz,Pisz,PL,Warmian-Masurian Voivodeship,53.639434,21.824924,1,22,AC_HIGH_(22-49kW),false
175415,Wieża ciśnień w Piszu,Pisz,PL,Warmian-Masurian Voivodeship,53.623311,21.795105,2,22,AC_HIGH_(22-49kW),false
175414,Urząd Miejski w Piszu,Pisz,PL,Warmian-Masurian Voivodeship,53.630868,21.805289,1,40,AC_HIGH_(22-49kW),false
175396,Siewna,Kraków,PL,województwo małopolskie,50.095136,19.950465,4,40,AC_HIGH_(22-49kW),false
174509,Kaufland,Zielona Góra,PL,Lubusz Voivodeship,51.936772,15.516846,1,50,DC_FAST_(50-149kW),true
172746,Plan miasta,Ciechanów,PL,Masovian Voivodeship,52.88383,20.6182,2,22,AC_HIGH_(22-49kW),false
172711,"10 Marii Skłodowskiej-Curie",Białystok,PL,Podlaskie Voivodeship,53.128319,23.157868,1,50,DC_FAST_(50-149kW),true
171420,HOWARDKNOPFLER,Jaśkowice,PL,"",49.959219,19.666252,1,7,AC_L1_(<7.5kW),false
171315,PKN Orlen,Łączyn,PL,Świętokrzyskie Voivodeship,50.623327,20.28386,2,50,DC_FAST_(50-149kW),true
169763,Kielce Parking Centrum,Kielce,PL,Świętokrzyskie Voivodeship,50.872659,20.628984,2,7,AC_L1_(<7.5kW),false
169762,Kielecki Park Technologiczny,Kielce,PL,Świętokrzyskie Voivodeship,50.894917,20.621316,2,22,AC_HIGH_(22-49kW),false
169761,NOXO Hotel Paradiso,Suchedniów,PL,Świętokrzyskie Voivodeship,51.067327,20.841432,1,22,AC_HIGH_(22-49kW),false
168099,PGE CH Echo / Carrefour Olkusz,Olkusz,PL,Malopolskie,50.281778,19.568034,2,50,DC_FAST_(50-149kW),true
167250,"15 Żagańska",Iłowa,PL,Lubusz Voivodeship,51.502015,15.199747,1,,UNKNOWN,false
162381,MOP Olsztynek Południe,Drwęck,PL,powiat olsztyński,53.582205,20.181299,1,100,DC_FAST_(50-149kW),true
162312,Restauracja Diabelski Młyn,Koronowo,PL,"",53.314422,17.930142,2,22,AC_HIGH_(22-49kW),false
162306,Platinum Mountain Hotel & Spa,Szklarska Poręba,PL,"",50.818468,15.527284,2,22,AC_HIGH_(22-49kW),false
162240,Ptak Outlet,Bezirk Lodzki,PL,Bezirk Lodzki,51.646729,19.48718,1,50,DC_FAST_(50-149kW),true
162239,Hotel Puławska Residence,Warsaw,PL,Masovian Voivodeship,52.151255,21.018491,1,7,AC_L1_(<7.5kW),false
162238,Royal Wilanów,Warschau,PL,Woiwodschaft Masowien,52.163441,21.082717,1,3,AC_L1_(<7.5kW),false
162237,Auchan Białystok Hetmańska,Bialystok,PL,Białystok,53.133945,23.119407,1,40,AC_HIGH_(22-49kW),false
162236,Auchan Produkcyjna,Bialystok,PL,Białystok,53.160006,23.09565,1,40,AC_HIGH_(22-49kW),false
161551,PKN Orlen,Rybnik,PL,"",50.132139,18.551184,2,100,DC_FAST_(50-149kW),true
161418,Greenway,Góra Libertowska,PL,"",49.980794,19.90961,2,50,DC_FAST_(50-149kW),true
188335,Tauron Fabryka Porcelany,Katowice,PL,Silisian Voiodeship,50.254411,19.061504,4,22,AC_HIGH_(22-49kW),false
188310,Henryka Mikołaja Góreckiego,Katowice,PL,Silisian Voiodeship,50.265839,19.029147,6,50,DC_FAST_(50-149kW),true
185538,Tadeusza Kościuszki 169,Katowice,PL,Silisian Voiodeship,50.232217,18.997642,2,22,AC_HIGH_(22-49kW),false
176321,Klasztor Franciszkanów,Katowice,PL,Silisian Voiodeship,50.226637,18.964111,2,11,AC_L2_(7.5-21kW),false
176228,Tauron Urząd Miasta,Katowice,PL,Silisian Voiodeship,50.258762,19.02089,2,22,AC_HIGH_(22-49kW),false
176107,Tauron ZRE,Katowice,PL,Silisian Voiodeship,50.223269,18.99036,2,22,AC_HIGH_(22-49kW),false
176106,Tauron Brynów Centrum Przesiadkowe,Katowice,PL,Silisian Voiodeship,50.225225,18.995168,1,22,AC_HIGH_(22-49kW),false
171319,KFC Radom Struga,Radom,PL,Mazowieckie,51.410452,21.177567,1,40,AC_HIGH_(22-49kW),false
171318,PKN Orlen,Radom,PL,Mazowieckie,51.410384,21.182944,1,50,DC_FAST_(50-149kW),true
161417,Greenway,Młyny,PL,"",49.97194,23.037098,2,50,DC_FAST_(50-149kW),true
161416,Greenway,Syców,PL,"",51.303796,17.754888,1,22,AC_HIGH_(22-49kW),false
161415,Greenway,Słupia pod Bralinem,PL,"",51.297585,17.775869,2,40,AC_HIGH_(22-49kW),false
161414,Greenway,Charzykowy,PL,"",53.742131,17.512664,1,22,AC_HIGH_(22-49kW),false
161412,Greenway,Lućmierz,PL,"",51.88733,19.384131,2,90,DC_FAST_(50-149kW),true
161358,Bus depot,Łomża,PL,Łomża,53.172276,22.05307,2,22,AC_HIGH_(22-49kW),false
161353,Abies garden center,Rajgród,PL,Grajewo County,53.66982,22.565474,1,30,AC_HIGH_(22-49kW),false
161103,Orlen Pawliki,Pawliki,PL,"",53.29897,20.437014,3,100,DC_FAST_(50-149kW),true
160959,Radisson Hotel Szklarska Poreba,Szklarska Poreba,PL,"",50.838199,15.516013,2,11,AC_L2_(7.5-21kW),false
160899,Lake Hill Resort & Spa,Sosnowka,PL,"",50.83132,15.717869,3,11,AC_L2_(7.5-21kW),false
157645,PKN Orlen,Gnilec,PL,"",52.32515,14.653679,2,100,DC_FAST_(50-149kW),true
157644,PKN Orlen,Sosna,PL,"",52.324051,14.65234,2,100,DC_FAST_(50-149kW),true
157640,PKN Orlen,Gorzów Wielkopolski,PL,"",52.744895,15.157634,2,50,DC_FAST_(50-149kW),true
157639,PKN Orlen,Sędzinko,PL,"",52.387582,16.476538,2,50,DC_FAST_(50-149kW),true
157638,PKN Orlen,Zalesie,PL,"",52.386565,16.475127,2,50,DC_FAST_(50-149kW),true
157637,PKN Orlen,Poznań,PL,"",52.383677,16.943031,2,50,DC_FAST_(50-149kW),true
157636,PKN Orlen,Tulce,PL,"",52.329228,17.09344,3,100,DC_FAST_(50-149kW),true
157635,PKN Orlen,Krzyżowniki,PL,"",52.327331,17.092866,3,100,DC_FAST_(50-149kW),true
157587,PGE Nowa Energia Bolków,Bolków,PL,powiat jaworski,50.919449,16.09933,2,11,AC_L2_(7.5-21kW),false
157550,PGE Nowa Energia,Lądek-Zdrój,PL,"",50.34261,16.884927,2,11,AC_L2_(7.5-21kW),false
157546,Energa Stary Browar Kościerzyna,Kościerzyna,PL,"",54.122547,17.976789,1,50,DC_FAST_(50-149kW),true
157544,PKN Orlen,Gdynia,PL,"",54.550344,18.425583,2,50,DC_FAST_(50-149kW),true
157543,PKN Orlen,Straszyn,PL,"",54.277307,18.589051,2,50,DC_FAST_(50-149kW),true
157541,PKN Orlen,Świecie,PL,"",53.41898,18.474921,2,50,DC_FAST_(50-149kW),true
157539,PKN Orlen,Łódź,PL,"",51.796008,19.509266,2,50,DC_FAST_(50-149kW),true
157538,PKN Orlen,Łódź,PL,"",51.751788,19.535533,2,50,DC_FAST_(50-149kW),true
157537,PKN Orlen,Dąbrowa Górnicza,PL,"",50.317169,19.247238,2,100,DC_FAST_(50-149kW),true
157536,PKN Orlen,Jaworzno,PL,"",50.14796,19.296628,2,100,DC_FAST_(50-149kW),true
157535,PKN Orlen,Wierzchosławice,PL,"",50.017018,20.862066,2,100,DC_FAST_(50-149kW),true
157534,PKN Orlen,Kraśnik,PL,"",50.929331,22.249544,2,50,DC_FAST_(50-149kW),true
157533,PKN Orlen,Rzeszów,PL,"",50.062745,22.011331,2,50,DC_FAST_(50-149kW),true
157532,PKN Orlen,Rzeszów,PL,"",50.061606,21.942607,2,50,DC_FAST_(50-149kW),true
155968,Trzebownisko Supercharger,Trzebownisko,PL,"",50.089177,22.04579,4,150,DC_ULTRA_(>=150kW),true
155382,Hotel Zamek Gniew,Gniew,PL,"",53.833694,18.829028,2,22,AC_HIGH_(22-49kW),false
149503,Warsaw Supercharger,Warsaw,PL,"",52.207736,21.029349,2,120,DC_FAST_(50-149kW),true
149369,Orlen charger,Gorzów Wielkopolski,PL,"",52.74521,15.156368,1,50,DC_FAST_(50-149kW),true
149368,Miejska Ładowarka City Charger,Szczecin,PL,"",53.438052,14.543906,1,50,DC_FAST_(50-149kW),true
148516,PKN Orlen Zakopane,Zakopane,PL,Małopolska,49.321268,19.985522,2,50,DC_FAST_(50-149kW),true
134042,"Orlen, Stacja paliw Szybowcowa 27 /Lotnicza/",Wrocław,PL,dolnoślaskie,51.130386,16.966504,3,50,DC_FAST_(50-149kW),true
133647,Hotel Sjesta,Nowa Sól,PL,Nowa Sól,51.798753,15.70723,1,22,AC_HIGH_(22-49kW),false
133495,PKN Orlen Lgota,Lgota,PL,"",50.847719,19.045068,2,50,DC_FAST_(50-149kW),true
132641,PKN Orlen Wrocław Jedności Narodowej,Wrocław,PL,dolnośląskie,51.126639,17.04626,2,50,DC_FAST_(50-149kW),true
132064,Warsaw Spire - Innogy,Warsaw,PL,"",52.231772,20.984023,1,22,AC_HIGH_(22-49kW),false
132055,PGE Turów Arena,Zgorzelec,PL,Zgorzelec,51.15842,15.013888,2,22,AC_HIGH_(22-49kW),false
131449,Hotel Gleboczek Vine Resort & Spa,Brzozie,PL,"",53.317699,19.558323,1,11,AC_L2_(7.5-21kW),false
131396,Greenway Polska Nowy Targ by Skanska Wrocław,Wrocław,PL,"",51.110311,17.038234,1,50,DC_FAST_(50-149kW),true
131380,Greenway Polska Lublin Plaza,Lublin,PL,"",51.245581,22.550657,1,50,DC_FAST_(50-149kW),true
131379,Greenway Auchan Piaseczno,Piaseczno,PL,"",52.096662,21.021319,1,50,DC_FAST_(50-149kW),true
130895,Greenway Intermarche Grajewo,Grajewo,PL,"",53.632899,22.475266,1,50,DC_FAST_(50-149kW),true
130894,Greenway Kaufland Nowa Sól,Nowa Sól,PL,"",51.807546,15.695026,1,40,AC_HIGH_(22-49kW),false
130893,Greenway Orlen Intertank Królów,Trzebiel,PL,"",51.635199,14.860691,1,50,DC_FAST_(50-149kW),true
130892,Greenway BP Terminal Gorzów Wielkopolski,Gorzów Wielkopolski,PL,"",52.697535,15.232054,1,40,AC_HIGH_(22-49kW),false
130891,Greenway Manhattan Galeria Gorzów Wielkopolski,Gorzów Wielkopolski,PL,"",52.760501,15.26041,1,50,DC_FAST_(50-149kW),true
130890,Greenway Port 2000 Torzym,Torzym,PL,"",52.317919,15.084446,1,40,AC_HIGH_(22-49kW),false
130889,Greenway Intertank Zielona Góra,Zielona Góra,PL,"",51.954583,15.47895,1,40,AC_HIGH_(22-49kW),false
130887,Greenway Polska Hotel Soray Wieliczka,gmina Wieliczka,PL,gmina Wieliczka,49.994669,20.033031,1,40,AC_HIGH_(22-49kW),false
130886,Greenway Lotos Konin,Konin,PL,"",52.192148,18.233156,1,40,AC_HIGH_(22-49kW),false
130868,Greenway Hilton Kalisz,Kalisz,PL,"",51.765687,18.082883,2,22,AC_HIGH_(22-49kW),false
131372,Greenway Polska Wola Park,Warszawa,PL,Mazowieckie,52.241245,20.929083,1,50,DC_FAST_(50-149kW),true
